Name,"CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)",LSF
3ed_16b_3ea,2.0495136591475127,2.0290892868017676,1.879637341302756,1.8126839934221115
6ed_16b_8ea,2.0608907626270248,2.072568075778349,1.8458925122922296,1.838604448427129
2ed_16b_8ea,2.1240458967392866,2.134208970684546,1.9430508392080923,1.880377315836201
6ed_1b_4ea,2.12462819604446,2.1604989268171377,1.88983563577503,1.9001856122897136
7ed_16b_8ea,2.130505401974895,2.142765131689554,1.8871320905482256,1.9082888844382118
5ed_1b_4ea,2.1021169628694447,2.09554484994411,1.7757364371436752,1.913820889670737
6ed_20b_4ea,2.1504947088281994,2.1882166941207903,1.9281554253730806,1.9178234614232057
2ed_1b_4ea,2.1786818133311576,2.212186241695232,1.9549366284466543,1.9424194570195772
1ed_1b_4ea,2.1521743162618514,2.14409896435846,1.8586476115677557,1.94481173016519
3ed_16b_8ea,2.181518189436196,2.187985026480737,1.9545360393074434,1.9460055988712113
7ed_1b_4ea,2.1779164908359148,2.21380553106018,1.9246240051800898,1.9523713414733566
6ed_1b_5ea,2.178949803292029,2.216536034995314,1.8965704930445058,1.9636952204370999
3ed_1b_4ea,2.210766378536662,2.241538628784736,1.9694680104468294,1.9761426540000233
1ed_26b_8ea,2.1867117307823305,2.1623827323825124,1.8828339063704151,1.9780461825502222
2ed_26b_9ea,2.1726884532825697,2.1375568937380245,1.8277445780072052,1.9808012275137288
5ed_20b_4ea,2.183823381161706,2.1750131624729057,1.8582298127640167,1.9833723919821495
6ed_26b_8ea,2.1379622994490046,2.113510744941926,1.696812657786787,1.9856540454587148
7ed_20b_4ea,2.2288870887017205,2.264089895664308,1.9988985944118196,1.9875706369839983
1ed_26b_9ea,2.1879078148344564,2.1522116706715755,1.8541453026562618,1.9897955743253886
7ed_1b_5ea,2.215427192755942,2.247836911858147,1.9369804177912557,1.9934606409730795
7ed_26b_8ea,2.1785287058054923,2.1534076968157754,1.8064957591780835,1.9955164756769403
7ed_26b_9ea,2.202207104014471,2.173450105267875,1.8642082417124124,2.0035377276295443
7ed_26b_11ea,2.208168024320948,2.1766930925929544,1.8684780213028573,2.0092395249001305
3ed_20b_4ea,2.2569606560809383,2.288027962095079,2.0329148699216804,2.009431810348547
7ed_26b_10ea,2.210254097995487,2.1796775370588835,1.8702252632762635,2.011144103036779
3ed_26b_11ea,2.229528299004672,2.196823020741302,1.9131914184768923,2.0191134210129285
2ed_20b_4ea,2.2718052729057714,2.3039701859112376,2.054505432950755,2.0196979576074767
3ed_26b_8ea,2.2199884597132415,2.1943738126591423,1.8790676679154845,2.0197841709197752
6ed_1b_1ea,2.253392371260864,2.2958651250831847,1.9878114043883108,2.0212910683155063
3ed_26b_9ea,2.233343096533677,2.203067876090305,1.9168291143259055,2.0224374759753903
6ed_26b_9ea,2.2011125482514036,2.1734120099862024,1.7968102969924042,2.026401812950647
3ed_1b_5ea,2.256878499640406,2.287099533462619,1.984217038800231,2.0268121837879964
2ed_26b_11ea,2.233182210239218,2.199394728635535,1.9038210926386845,2.026911445527476
6ed_26b_11ea,2.2031853062389892,2.1728788162290438,1.7906866060008781,2.0311155012650954
2ed_26b_10ea,2.240485597718725,2.2071853934806485,1.9137524370426708,2.032210301646157
5ed_26b_9ea,2.247470237357817,2.2153480321894987,1.9320008009370666,2.0341369180110664
6ed_20b_5ea,2.2612410490315447,2.2980350897114996,1.9770671631521997,2.0346732122472453
6ed_26b_10ea,2.2146358415770897,2.1894144255551735,1.8101085397311518,2.038040871692881
1ed_26b_11ea,2.2566731347044993,2.221778420127624,1.9472005057355073,2.0398500251086222
5ed_26b_10ea,2.256467807139607,2.2218580409206905,1.9426551058396182,2.0412324014557988
1ed_26b_10ea,2.258275973078053,2.2234915257090595,1.948118260604591,2.04146587201557
3ed_26b_10ea,2.2634699707161494,2.234832394444315,1.95438201027224,2.045521162926495
7ed_1b_1ea,2.294123612990376,2.334726806231154,2.0547437430526747,2.0466989324037295
2ed_1b_5ea,2.2829309118076226,2.3172311893732775,2.0108925046338677,2.0488553775322123
2ed_26b_8ea,2.243120032665391,2.2134498742568467,1.8737578827348296,2.0497636090866935
5ed_1b_5ea,2.257166073353408,2.2530238822200124,1.916592095671316,2.051435163106082
1ed_20b_4ea,2.286045415097947,2.2730129489806763,1.985360734677343,2.0617999018243545
7ed_20b_5ea,2.301789003466481,2.334946623841804,2.028292719485447,2.065496578941767
5ed_1b_1ea,2.2510197764539597,2.2424709817300132,1.8520682788526528,2.0671365659137084
TPA2_1b_1ea,2.2600870392006347,2.251755564134213,1.8676337531364704,2.0725537679892607
6ed_20b_1ea,2.310753892992114,2.3510167302910876,2.03785950903469,2.072942763732791
5ed_1b_8ea,2.293020607758249,2.320136128837923,1.973919919224165,2.0743719811763395
5ed_26b_8ea,2.282090610382487,2.2499578205425825,1.9118934795896019,2.0833712420051773
TPA2_16b_1ea,2.197679588213013,2.167182400435934,1.6222043120101366,2.0849102247076052
6ed_1b_6ea,2.314549509197424,2.3654129069044068,2.0152063220071312,2.0856806494420814
3ed_1b_1ea,2.3435519155892504,2.3819065945512365,2.113186581327951,2.085709236329737
7ed_1b_7ea,2.3366626228304375,2.377066527475181,2.085044398206568,2.087449722640778
5ed_20b_1ea,2.284571280758753,2.2753486504898035,1.906924544116858,2.0881654912919467
2ed_1b_1ea,2.335518343392591,2.3742446513439948,2.0738506055282118,2.0900789858128093
3ed_1b_9ea,2.3226567405125373,2.3561540511845944,2.021777789828194,2.0931611130852574
1ed_1b_5ea,2.3167116696387193,2.3088177594306662,2.000252861752207,2.0936722853770666
6ed_1b_9ea,2.3245290080560665,2.37360838050081,2.024517549768042,2.0944499424911864
3ed_20b_5ea,2.3407206305944843,2.370930696094509,2.0731571491630914,2.096641625781169
7ed_1b_6ea,2.3577220429666084,2.40290821265295,2.1108483488652934,2.1037460326070145
7ed_20b_1ea,2.366180238636444,2.40715305662149,2.1338417064883206,2.1057578061144233
6ed_1b_10ea,2.3419584755650518,2.391138790654148,2.0443438365467452,2.1084864646873918
2ed_1b_9ea,2.3507938766539547,2.3851136856977977,2.0572322754996737,2.114583190879028
3ed_1b_7ea,2.3738355809354243,2.4108971945199156,2.1302125993084147,2.1163513329108334
7ed_1b_9ea,2.358080734158844,2.402209949935931,2.0690406535139214,2.1191882244502027
5ed_20b_8ea,2.344438097327387,2.3706134055813335,2.02253625741315,2.119323670956897
7ed_1b_10ea,2.3639248004145044,2.409960068523562,2.083958109067642,2.1209262201919405
6ed_1b_11ea,2.3625736001856303,2.413055352632822,2.069420484074479,2.124504623526958
7ed_1b_2ea,2.393030769935404,2.446428508971764,2.156328587179251,2.1302731244944484
1ed_1b_1ea,2.3407648168109416,2.328064048321402,1.976751987210745,2.1312998763173576
3ed_1b_6ea,2.3948794910045548,2.437867163529074,2.156741145262859,2.132368725763408
3ed_20b_1ea,2.400628722547438,2.436047216332223,2.1716610694713188,2.133990739815821
6ed_1b_7ea,2.3579462121727928,2.4080412359836645,2.026668334952648,2.134234502603202
1ed_20b_5ea,2.369526196819148,2.359920740821841,2.0603086384604605,2.1362132958358435
TPA2_1b_3ea,2.3370589808462965,2.340455548323792,1.9429899466576226,2.138921192707717
7ed_1b_11ea,2.3868582973521746,2.4353295639126973,2.1085152851730657,2.1399445215564414
7ed_26b_3ea,2.343507624087973,2.3159328266733183,1.9590753678133,2.1409736884426795
7ed_1b_3ea,2.415029222041928,2.464516345465334,2.1827085971790674,2.1475023083878177
5ed_1b_11ea,2.3532922532024374,2.3527117997484646,1.96709353880646,2.1499706216356205
6ed_20b_3ea,2.4134310789572164,2.4684412032834895,2.156141112949797,2.155099127934661
6ed_26b_3ea,2.33904278961279,2.317404414400516,1.89723791128466,2.1577515189961893
2ed_1b_3ea,2.4237148493137903,2.4773674985663763,2.1781460311219734,2.1596812991852685
3ed_1b_10ea,2.4128675333374097,2.4568013038069187,2.140176313117983,2.1601457477217854
5ed_1b_9ea,2.3637445510921444,2.3635192780905543,1.972036377896322,2.1608817570413814
5ed_20b_5ea,2.384930190713035,2.3798494435310693,2.04138214124661,2.1617019227621235
3ed_1b_2ea,2.436286527806016,2.4880048838408237,2.20982081524322,2.163569178561945
5ed_1b_3ea,2.3673999657440685,2.3692092820845816,1.9724127985388649,2.165183012397126
1ed_20b_9ea,2.388099441602011,2.3776134720101014,2.0388647342191923,2.1664518876385617
7ed_26b_2ea,2.392569035555653,2.368711444454389,2.052091407767233,2.167128669572728
2ed_1b_2ea,2.429746353523981,2.4863087322948854,2.165971028415218,2.171371613302055
6ed_26b_2ea,2.364465713360083,2.3468341390643457,1.9446963820043415,2.1715706802575436
6ed_26b_5ea,2.364646072689083,2.3508384440014183,1.9388581878780835,2.1738851915041573
TPA2_1b_2ea,2.376565382661431,2.379712426463677,1.9744542435868735,2.1755737877553156
7ed_26b_6ea,2.405192035801432,2.3847008616820418,2.068902567877581,2.176414131780961
7ed_26b_5ea,2.405378662019026,2.384334026953483,2.0684539168236276,2.1768016727976307
5ed_1b_10ea,2.38690424265145,2.3857561405626324,2.0006724117159496,2.178710472507917
3ed_1b_11ea,2.435951504906153,2.482277203141747,2.1655549319899197,2.1790518148897595
7ed_26b_7ea,2.413196236294232,2.392522871917551,2.0843084012260946,2.1805984579892908
3ed_1b_3ea,2.459969357544445,2.507678276285043,2.239271790622895,2.1817402742626393
2ed_26b_3ea,2.403746663934843,2.376064449110752,2.0480918902904137,2.1821299559510656
1ed_1b_11ea,2.4061254565973185,2.401977285869805,2.0533147111399703,2.183142231962409
2ed_26b_2ea,2.4131023120255093,2.384976061812256,2.074891660348429,2.183864605668721
2ed_1b_10ea,2.4350426213251932,2.4805888494387216,2.144469768184681,2.1855172715715874
2ed_1b_8ea,2.469768665838286,2.540300235710627,2.254867533563843,2.1880350539826776
3ed_26b_2ea,2.4231938444020718,2.395295846966134,2.0973525152353236,2.188049810034438
1ed_20b_8ea,2.435090440393991,2.457336862244958,2.136083986317706,2.1885853825367767
2ed_20b_5ea,2.4474425225647454,2.481283775678209,2.1776869989241994,2.188643013467178
2ed_26b_5ea,2.4211120627488056,2.3960826922328615,2.083292878240332,2.190569973967894
6ed_1b_8ea,2.4585061642394037,2.531018848092399,2.209387702333099,2.1906913695086696
2ed_1b_6ea,2.4410345959632824,2.488953741584561,2.144358513570761,2.1928293295741144
2ed_1b_11ea,2.4458976942569146,2.493107252261753,2.1605365707619892,2.19292428673736
2ed_26b_6ea,2.425563855204077,2.399467382749774,2.089119289120425,2.1938814748416777
3ed_26b_6ea,2.4360950748657753,2.4100069075204624,2.1188919431613065,2.1959757333286616
7ed_20b_7ea,2.4592375432498277,2.5010019242787984,2.196861941140649,2.196075123999401
7ed_26b_4ea,2.356825792213765,2.334507030004948,1.84828623776987,2.1969049495398805
5ed_26b_3ea,2.421253888773218,2.3852972089207043,2.06593817839994,2.1969715681959774
7ed_20b_10ea,2.4537870622896034,2.498834721918119,2.1744791829152623,2.1974944703530372
6ed_26b_4ea,2.3460349144970736,2.328544944898648,1.8063641786228304,2.1988565865207605
5ed_1b_6ea,2.403094484607419,2.399420952528935,1.9929231019887947,2.2011412741169147
3ed_26b_7ea,2.4444511878436104,2.4186563822607248,2.1278365577991045,2.202906409834894
5ed_1b_2ea,2.4131023120255093,2.4167236821170324,2.0202625599684385,2.2034737163335
2ed_20b_1ea,2.4619718739971965,2.4963696933029236,2.1852473460761104,2.2035626855479133
1ed_26b_3ea,2.4355208965439634,2.3998853356121237,2.0883100711668097,2.2062562455396475
7ed_20b_6ea,2.4766252977099708,2.5239609071168316,2.2218580409206905,2.2082053174988667
2ed_26b_4ea,2.3957586345249586,2.368801944824781,1.9407092278733968,2.210980330194288
5ed_26b_2ea,2.4508286472130214,2.4162998442211863,2.1216109811748076,2.2128810443461946
6ed_1b_3ea,2.474105137886686,2.530244157074353,2.1963949873484276,2.214286701816409
6ed_26b_1ea,2.3539176773177193,2.336970889667222,1.782500904272879,2.216989173319266
1ed_1b_2ea,2.4416594546764365,2.440506119107694,2.0769073329382093,2.2177992807259006
1ed_1b_9ea,2.4463802435682287,2.4429101323064444,2.0917624056299395,2.2181964101258322
5ed_26b_5ea,2.4646633023740896,2.4311278385598043,2.1428391899656596,2.2220515248643578
1ed_20b_1ea,2.4379150935993317,2.4215848807901974,2.0520234892060443,2.2221870134006076
1ed_1b_10ea,2.4499570348673823,2.445463562610792,2.092715565553522,2.2221952242199983
1ed_1b_3ea,2.454467050786675,2.4521372291912438,2.091021659090788,2.228276804876197
1ed_26b_2ea,2.4725757807725386,2.439018005620433,2.1507558088899787,2.2288127859605047
1ed_26b_5ea,2.4751422293453396,2.4420922366027815,2.1591070224398465,2.22892987313511
3ed_20b_2ea,2.512047230779604,2.563512753628059,2.282174612687135,2.229544300716865
6ed_20b_10ea,2.4813830826411354,2.53029578838801,2.175738268629682,2.2305342620332755
5ed_26b_7ea,2.4795471896207246,2.4470078423993136,2.166614401134729,2.2315811531759615
5ed_26b_6ea,2.4727237004355755,2.439449851581571,2.142913253361148,2.2318073923510875
1ed_26b_6ea,2.47880368234733,2.4459459406214066,2.1627598877758887,2.232062377369425
7ed_1b_8ea,2.5014560006000046,2.5712204081977115,2.23801890419346,2.232540006935251
6ed_20b_11ea,2.484963434984826,2.5355732742872323,2.179485981047963,2.2335342936007807
6ed_20b_6ea,2.4805888494387216,2.5332422604290756,2.1626844461724364,2.2342560141878844
1ed_26b_7ea,2.4841669085211717,2.4518947937781586,2.174364792834096,2.2344058442052654
6ed_20b_7ea,2.476872648577648,2.5250916448926386,2.1375568937380245,2.2387654025523305
6ed_20b_8ea,2.5239609071168316,2.5997919197782378,2.2955251102547822,2.2392111008340696
7ed_20b_9ea,2.4991872663201953,2.544470387740193,2.2086793382092345,2.240318006098753
6ed_1b_2ea,2.4928065336980643,2.5528519013802486,2.184862307603743,2.241123190185718
1ed_1b_6ea,2.4710483132209964,2.464614314790563,2.10040780889191,2.2450313944284876
3ed_20b_3ea,2.534381331488602,2.5823044087911624,2.3127795468757406,2.2456643063150654
5ed_20b_9ea,2.4668206856534667,2.4650062699932973,2.0824182213035773,2.2463579210768336
5ed_1b_7ea,2.4643204301789186,2.4601157726716694,2.06935141360006,2.2480138308458844
2ed_26b_1ea,2.4096322465165723,2.3798037694221827,1.8811771862027857,2.2491869750649784
7ed_20b_3ea,2.5369739428717564,2.5895306548134656,2.304612497086569,2.2517423749624594
7ed_26b_1ea,2.382913607735704,2.3579910511294204,1.7830904403920338,2.2519682920091686
5ed_20b_10ea,2.471590101768842,2.4691293390231546,2.0825231413557064,2.2521086325700814
6ed_9b_1ea,2.4745494992165797,2.484764255485388,2.0788572191145187,2.257016169540775
7ed_20b_11ea,2.5284899452650396,2.5783310545348144,2.253187640247539,2.2599047711777853
6ed_6b_4ea,2.4761801906213,2.447056132570458,2.0671091304073017,2.263212223519489
2ed_1b_7ea,2.5093529374834125,2.5550085594194103,2.1763874577576625,2.264246677968936
7ed_20b_2ea,2.5363512325010293,2.595547272695249,2.267443366901509,2.264328482285401
3ed_26b_1ea,2.4140418838481255,2.380809004967894,1.845782605027431,2.2672435860205296
6ed_9b_3ea,2.563194811702727,2.6136558692692877,2.347945076985208,2.268010945506139
2ed_20b_3ea,2.5506464137764646,2.605254126517834,2.2957801119333263,2.271506269046104
5ed_20b_2ea,2.493057127462761,2.4945115654256336,2.089858688201416,2.27552886240123
1ed_20b_3ea,2.5100132667856125,2.505955204028593,2.1448778005559888,2.276358471182198
2ed_20b_11ea,2.5416540350040546,2.5859124834364122,2.2506520629048516,2.2767914329893446
5ed_20b_6ea,2.4932075079067624,2.48790504616165,2.084343436918909,2.277691069653735
7ed_6b_4ea,2.526583711759706,2.5048415361534992,2.1857866279877105,2.281784869891948
3ed_20b_10ea,2.5572743386282006,2.6019194537159875,2.28853469549015,2.282150950860866
3ed_1b_8ea,2.5662715578911572,2.637729746984531,2.3182709281659966,2.2823965526437213
2ed_20b_8ea,2.5820893198205614,2.652683183351007,2.371066703744819,2.2826426432377076
2ed_20b_6ea,2.541289408651531,2.585481138568449,2.2322173790412747,2.282966034572766
1ed_26b_4ea,2.4406982660317453,2.40598539729409,1.8899796583661206,2.2837304120027415
3ed_20b_9ea,2.5599668732347087,2.6021378592269704,2.2771453962196135,2.289506916875089
6ed_8b_1ea,2.5012541685475105,2.5124035134382092,2.0710449686126102,2.2922303338551004
6ed_20b_2ea,2.556272685036341,2.615640631251562,2.2372920649130847,2.2993288377730763
5ed_20b_3ea,2.5240636596116763,2.5269956267728313,2.117155413371285,2.303361592410569
1ed_1b_7ea,2.5422793522448552,2.534847610403999,2.1739454654840165,2.3050841716535566
5ed_20b_11ea,2.532311054500844,2.532052507672605,2.139806992454448,2.305240210223069
2ed_20b_10ea,2.575332310239939,2.6186787338600865,2.2766436934186984,2.3083351711742846
5ed_26b_1ea,2.4437767368743777,2.403187631414838,1.831632304845608,2.3084103565032335
7ed_20b_8ea,2.6003371095445793,2.674539512234817,2.3495911966981113,2.3124975923339757
1ed_26b_1ea,2.4532530498712597,2.411975790813904,1.842984385210648,2.3158363972672302
6ed_9b_2ea,2.6161924890972594,2.669242824362131,2.382730451100917,2.319845043832147
1ed_20b_6ea,2.5605483595048804,2.5520637895312177,2.1940631928257988,2.320034983541554
7ed_8b_1ea,2.572607373563129,2.590829180454709,2.216021077377633,2.3267885511067394
3ed_9b_1ea,2.596960614177407,2.6032304370025576,2.291198732552528,2.3293596992467887
1ed_20b_10ea,2.576188382310324,2.570154528991892,2.220226954444813,2.3296249211548337
5ed_20b_7ea,2.5692492262342337,2.563194811702727,2.178873228004618,2.3360471734427692
3ed_6b_4ea,2.6033397452445426,2.575974310940499,2.274430481222011,2.3431206547407086
2ed_6b_4ea,2.582519533598726,2.547397649932059,2.200097148839496,2.3445342758897687
1ed_20b_11ea,2.5926709893102817,2.586883535814721,2.232699690405539,2.345151848321743
3ed_20b_11ea,2.629395776113633,2.673386270955799,2.3445267523633047,2.349582346142887
1ed_6b_4ea,2.576402489263081,2.5270471255934055,2.1532207301129196,2.3539366489346625
7ed_9b_2ea,2.693537131934634,2.7433556505695313,2.541289408651531,2.3567991703996864
2ed_9b_3ea,2.675924715806185,2.71577729266394,2.4589449394333074,2.3649815096966336
6ed_4b_3ea,2.628058313497294,2.662079763970434,2.243769459426441,2.3841259640954933
1ed_20b_2ea,2.632801295293703,2.6317954708749216,2.2596340003962174,2.3841876792300742
6ed_8b_3ea,2.658085217700811,2.6984021806137317,2.3419142442725467,2.385338870029152
5ed_6b_4ea,2.566059131381388,2.509505290329127,2.0285249870066555,2.3861430220185733
7ed_9b_3ea,2.7217383043030536,2.76933346895084,2.541185248908575,2.391062737937769
6ed_4b_1ea,2.6164132974435637,2.63902090803292,2.1713568460213777,2.395985563043344
6ed_4b_2ea,2.6381225752769573,2.6762134805055213,2.2442973956261936,2.396150890857785
2ed_9b_1ea,2.6293400213261835,2.6244428421466055,2.2137660079935517,2.3964512371110467
5ed_22b_8ea,2.5575908133932064,2.5728742692342115,1.966656760491393,2.3980730943118855
3ed_9b_2ea,2.750170231674566,2.7890165408399192,2.609310959255562,2.401115254138115
6ed_17b_4ea,2.696114006908654,2.7227542796922144,2.400628722547438,2.410416719481728
1ed_20b_7ea,2.6694152115246452,2.662022614493953,2.309333744403442,2.4107842148497562
7ed_22b_4ea,2.633304495864062,2.6676923412448437,2.1771134806823307,2.4144191186320603
6ed_22b_5ea,2.621335942113623,2.671658272590499,2.1281287076002338,2.417476636868634
6ed_6b_9ea,2.607993846080487,2.596145037073526,2.082033604878399,2.4178299170453528
2ed_8b_1ea,2.6463426042158655,2.648207658588391,2.202559156732794,2.421109015520657
2ed_20b_7ea,2.690031139485917,2.733739178679927,2.347633908361438,2.4220567686262884
6ed_22b_4ea,2.63134868444408,2.6744818265409114,2.135311522201147,2.427050269365084
5ed_8b_1ea,2.5837033610264584,2.542435729634684,1.964009050395065,2.430714822455597
7ed_9b_1ea,2.683046464552164,2.691841428541036,2.296673064135556,2.4318722512970945
1ed_22b_4ea,2.6016464983790613,2.588395512164297,2.0105338533561867,2.4357913269176263
2ed_9b_2ea,2.7536513825085565,2.793414629550413,2.5219589042821107,2.436695143709745
6ed_8b_2ea,2.71167939568192,2.75328453062466,2.375245195014708,2.4384189727626167
5ed_22b_4ea,2.5769914669301057,2.562823979120015,1.9059279957845499,2.443417162788857
6ed_6b_8ea,2.749560410788568,2.781883506208615,2.4841171425715247,2.445313458001513
7ed_8b_3ea,2.751940242920234,2.7956819093146685,2.4890536634498135,2.446429762907167
3ed_9b_3ea,2.788514783793803,2.8285242684765355,2.6068972670761217,2.4485182785892086
3ed_20b_6ea,2.7454815765690874,2.795303773799432,2.447877357188543,2.4533714736375116
6ed_15b_1ea,2.7023422265122874,2.7136971025898986,2.293232641769175,2.456525373429837
6ed_10b_1ea,2.644310993234445,2.5991924750192386,2.094942987088069,2.457272177755982
2ed_20b_2ea,2.7412936155489858,2.798900196504589,2.420733941233461,2.4580319072155947
2ed_8b_3ea,2.7585520990799495,2.795303773799432,2.460799273779377,2.4645961121017987
6ed_21b_4ea,2.7006354221004645,2.746393696694193,2.264131236068122,2.464899867709542
2ed_22b_5ea,2.6904980777153016,2.735367409462252,2.2261260889329435,2.4662386861848655
2ed_4b_3ea,2.7406271500882493,2.777086188567844,2.3934464832794706,2.4670178860846486
5ed_22b_9ea,2.6338638332535274,2.633584134859885,1.997964574798879,2.479403438658323
1ed_8b_1ea,2.6632804700647097,2.6233878901927943,2.095899048488799,2.479951188495004
2ed_4b_2ea,2.7503532306918665,2.7900833743388795,2.388605463096774,2.48055956775272
5ed_22b_5ea,2.6336400697861824,2.628058313497294,1.9891506850675804,2.4822956144281245
2ed_17b_4ea,2.781571488946428,2.7963754235334286,2.4862090306915854,2.483412623087243
