Name,LUMO,HOMO,Wavelength
14ed_39b_3ea,-5.22,-3.56,736.81 nm
17ed_6b_13ea,-5.39,-3.56,787.92 nm
14ed_22b_13ea,-5.25,-3.56,694.6 nm
1ed_22b_13ea,-5.48,-3.56,728.63 nm
14ed_36b_9ea,-5.23,-3.56,769.43 nm
10ed_19b_13ea,-5.4,-3.56,753.75 nm
17ed_5b_13ea,-5.67,-3.56,692.27 nm
13ed_5b_13ea,-5.38,-3.56,746.73 nm
21ed_30b_8ea,-5.54,-3.56,776.47 nm
20ed_19b_13ea,-5.44,-3.57,744.8 nm
14ed_30b_4ea,-5.28,-3.57,781.94 nm
11ed_5b_13ea,-5.24,-3.57,771.9 nm
11ed_31b_13ea,-5.27,-3.57,625.62 nm
10ed_39b_12ea,-5.36,-3.57,793.12 nm
17ed_39b_1ea,-5.65,-3.57,738.7 nm
20ed_39b_12ea,-5.4,-3.58,787.06 nm
19ed_39b_1ea,-5.75,-3.58,734.19 nm
20ed_2b_13ea,-5.35,-3.58,781.52 nm
17ed_36b_2ea,-5.72,-3.58,705.47 nm
13ed_17b_13ea,-5.41,-3.58,764.13 nm
2ed_4b_13ea,-5.56,-3.58,760.11 nm
19ed_36b_2ea,-5.93,-3.58,681.48 nm
14ed_36b_11ea,-5.23,-3.58,761.71 nm
3ed_13b_13ea,-5.5,-3.59,774.39 nm
13ed_21b_13ea,-5.36,-3.59,769.02 nm
13ed_39b_1ea,-5.32,-3.59,770.25 nm
7ed_18b_13ea,-5.64,-3.59,717.04 nm
20ed_13b_13ea,-5.4,-3.59,785.35 nm
19ed_30b_3ea,-5.68,-3.59,744.8 nm
11ed_39b_1ea,-5.17,-3.59,785.35 nm
14ed_30b_12ea,-5.29,-3.6,790.08 nm
11ed_16b_8ea,-5.36,-3.6,780.25 nm
6ed_18b_13ea,-5.49,-3.6,760.51 nm
1ed_39b_3ea,-5.43,-3.6,749.84 nm
5ed_39b_4ea,-5.19,-3.6,784.49 nm
21ed_1b_13ea,-5.5,-3.6,789.21 nm
17ed_30b_3ea,-5.6,-3.6,756.52 nm
14ed_39b_4ea,-5.22,-3.6,749.06 nm
14ed_19b_13ea,-5.27,-3.6,671.33 nm
21ed_3b_13ea,-5.35,-3.6,793.55 nm
5ed_19b_13ea,-5.31,-3.6,746.73 nm
17ed_36b_6ea,-5.7,-3.61,728.26 nm
19ed_36b_6ea,-5.88,-3.61,709.98 nm
19ed_21b_13ea,-5.8,-3.61,702.72 nm
11ed_22b_13ea,-5.24,-3.61,796.18 nm
19ed_17b_13ea,-5.69,-3.61,717.39 nm
10ed_4b_13ea,-5.45,-3.61,770.25 nm
14ed_7b_13ea,-5.34,-3.62,738.7 nm
19ed_36b_9ea,-5.52,-3.62,796.18 nm
17ed_39b_3ea,-5.67,-3.62,734.19 nm
19ed_5b_13ea,-5.76,-3.62,703.06 nm
21ed_39b_8ea,-5.76,-3.62,736.44 nm
16ed_15b_13ea,-5.58,-3.62,749.45 nm
1ed_7b_13ea,-5.49,-3.62,770.66 nm
13ed_22b_13ea,-5.38,-3.62,763.73 nm
19ed_39b_3ea,-5.79,-3.62,729.73 nm
1ed_19b_13ea,-5.5,-3.63,708.59 nm
21ed_4b_13ea,-5.83,-3.63,691.93 nm
11ed_39b_3ea,-5.18,-3.63,784.07 nm
14ed_13b_13ea,-5.34,-3.63,736.06 nm
20ed_4b_13ea,-5.51,-3.63,758.51 nm
10ed_24b_13ea,-5.31,-3.63,799.71 nm
13ed_39b_3ea,-5.33,-3.64,769.84 nm
17ed_22b_13ea,-5.7,-3.64,697.96 nm
19ed_30b_4ea,-5.61,-3.64,773.14 nm
5ed_39b_12ea,-5.2,-3.64,787.92 nm
5ed_4b_13ea,-5.37,-3.64,756.92 nm
5ed_24b_13ea,-5.25,-3.64,798.83 nm
1ed_39b_4ea,-5.43,-3.64,762.92 nm
1ed_13b_13ea,-5.48,-3.64,755.73 nm
14ed_2b_13ea,-5.32,-3.65,756.92 nm
17ed_30b_4ea,-5.55,-3.65,784.92 nm
3ed_2b_13ea,-5.45,-3.65,795.3 nm
13ed_16b_8ea,-5.48,-3.65,777.31 nm
19ed_36b_10ea,-5.7,-3.65,758.91 nm
14ed_39b_12ea,-5.24,-3.65,753.75 nm
14ed_36b_1ea,-5.26,-3.65,731.21 nm
17ed_36b_10ea,-5.58,-3.66,782.79 nm
7ed_36b_8ea,-5.71,-3.66,787.06 nm
17ed_16b_8ea,-5.81,-3.66,691.93 nm
19ed_16b_8ea,-6.03,-3.66,658.76 nm
20ed_24b_13ea,-5.36,-3.66,771.9 nm
14ed_36b_3ea,-5.26,-3.66,698.63 nm
10ed_39b_8ea,-5.4,-3.66,783.22 nm
17ed_39b_4ea,-5.67,-3.66,747.5 nm
17ed_17b_13ea,-5.61,-3.67,750.23 nm
1ed_2b_13ea,-5.43,-3.67,770.25 nm
14ed_24b_13ea,-5.28,-3.67,790.08 nm
19ed_39b_4ea,-5.77,-3.67,742.88 nm
1ed_36b_3ea,-5.52,-3.67,783.22 nm
20ed_39b_8ea,-5.45,-3.67,776.89 nm
1ed_39b_12ea,-5.44,-3.67,769.02 nm
16ed_3b_13ea,-5.32,-3.68,795.74 nm
19ed_19b_13ea,-5.9,-3.68,649.86 nm
13ed_39b_4ea,-5.34,-3.68,781.52 nm
17ed_30b_12ea,-5.53,-3.68,793.99 nm
11ed_39b_4ea,-5.18,-3.68,799.27 nm
13ed_19b_13ea,-5.41,-3.68,728.26 nm
17ed_19b_13ea,-5.75,-3.69,675.73 nm
2ed_15b_13ea,-5.65,-3.69,754.94 nm
3ed_15b_13ea,-5.73,-3.69,729.73 nm
10ed_25b_13ea,-5.23,-3.69,775.22 nm
19ed_39b_12ea,-5.73,-3.69,748.67 nm
19ed_36b_11ea,-5.75,-3.7,751.01 nm
14ed_4b_13ea,-5.32,-3.7,692.6 nm
20ed_25b_13ea,-5.26,-3.7,774.8 nm
17ed_36b_11ea,-5.61,-3.7,776.05 nm
9ed_24b_13ea,-5.14,-3.7,772.73 nm
19ed_24b_13ea,-5.46,-3.7,784.92 nm
13ed_13b_13ea,-5.42,-3.7,768.2 nm
11ed_19b_13ea,-5.25,-3.7,770.66 nm
1ed_24b_13ea,-5.42,-3.71,763.32 nm
3ed_30b_8ea,-5.58,-3.71,790.08 nm
19ed_2b_13ea,-5.63,-3.71,748.28 nm
1ed_4b_13ea,-5.56,-3.71,731.95 nm
19ed_7b_13ea,-5.77,-3.71,729.0 nm
13ed_7b_13ea,-5.43,-3.71,793.12 nm
17ed_2b_13ea,-5.58,-3.71,755.33 nm
9ed_25b_13ea,-5.08,-3.71,773.14 nm
17ed_7b_13ea,-5.68,-3.72,743.65 nm
3ed_18b_13ea,-5.75,-3.72,724.24 nm
5ed_39b_8ea,-5.22,-3.72,783.64 nm
14ed_25b_13ea,-5.24,-3.72,766.16 nm
2ed_25b_13ea,-5.42,-3.72,766.98 nm
17ed_39b_12ea,-5.67,-3.72,760.11 nm
17ed_24b_13ea,-5.51,-3.72,760.11 nm
14ed_39b_8ea,-5.24,-3.72,738.7 nm
13ed_39b_12ea,-5.35,-3.73,788.78 nm
1ed_25b_13ea,-5.34,-3.73,766.98 nm
11ed_24b_13ea,-5.24,-3.73,763.32 nm
14ed_30b_8ea,-5.31,-3.73,757.71 nm
7ed_25b_13ea,-5.47,-3.73,764.54 nm
19ed_22b_13ea,-5.83,-3.73,712.79 nm
3ed_25b_13ea,-5.54,-3.74,760.51 nm
17ed_25b_13ea,-5.48,-3.74,763.32 nm
14ed_3b_13ea,-5.28,-3.74,799.27 nm
7ed_24b_13ea,-5.59,-3.75,751.01 nm
21ed_36b_12ea,-5.67,-3.75,775.64 nm
