Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
21ed_11b_1ea,3.224,-6.845,-1.665,3.241,-6.515,-1.763,2.852,-5.836,-2.607,2.8890626290800006
13ed_12b_5ea,3.214,-6.285,-0.992,3.19,-5.904,-1.097,2.818,-5.283,-2.0,2.88913048752
7ed_23b_5ea,3.205,-6.111,-0.934,3.189,-5.749,-1.029,2.787,-5.12,-1.913,2.88933514008
17ed_21b_5ea,3.148,-6.725,-1.638,3.128,-6.315,-1.709,2.594,-5.7,-2.589,2.88943477326
16ed_7b_3ea,3.189,-6.624,-1.42,3.22,-6.263,-1.505,2.732,-5.628,-2.404,2.88965908353
19ed_8b_7ea,3.25,-6.624,-1.186,3.258,-6.243,-1.294,2.938,-5.642,-2.16,2.88974767692
21ed_18b_10ea,3.192,-7.355,-1.945,3.196,-7.014,-2.069,2.741,-6.297,-2.904,2.89006946589
6ed_12b_9ea,3.07,-6.117,-1.084,3.075,-5.793,-1.214,2.328,-5.097,-2.198,2.89025122902
2ed_5b_2ea,3.233,-6.594,-1.213,3.295,-6.267,-1.296,2.879,-5.591,-2.177,2.89029377616
TPA2_14b_1ea,3.035,-6.333,-1.854,2.982,-6.017,-1.95,2.208,-5.331,-2.794,2.89084768347
5ed_13b_3ea,3.099,-6.312,-1.618,3.064,-5.993,-1.712,2.423,-5.323,-2.555,2.8913466592200003
21ed_23b_9ea,3.171,-6.441,-1.094,3.197,-6.047,-1.219,2.666,-5.475,-2.215,2.89150418829
2ed_14b_2ea,3.233,-6.585,-1.208,3.295,-6.258,-1.29,2.874,-5.58,-2.171,2.89208852571
2ed_21b_2ea,3.179,-6.644,-1.181,3.274,-6.312,-1.251,2.691,-5.585,-2.176,2.89223959134
10ed_14b_11ea,3.19,-6.36,-1.291,3.186,-6.034,-1.386,2.728,-5.35,-2.205,2.89230852702
10ed_10b_6ea,3.208,-6.046,-0.946,3.163,-5.665,-1.045,2.787,-5.067,-1.883,2.89297607163
16ed_24b_2ea,3.14,-6.367,-1.482,3.085,-5.99,-1.582,2.557,-5.378,-2.438,2.8930067691300003
14ed_19b_9ea,2.997,-6.179,-1.719,3.013,-5.843,-1.818,2.073,-5.062,-2.692,2.8931874550199996
19ed_19b_5ea,3.259,-7.018,-1.628,3.24,-6.612,-1.732,2.958,-6.005,-2.592,2.89349147337
7ed_19b_11ea,3.228,-6.572,-1.345,3.254,-6.263,-1.458,2.851,-5.564,-2.282,2.89427615439
2ed_17b_9ea,3.13,-6.453,-1.135,3.152,-6.108,-1.261,2.519,-5.436,-2.261,2.8945104272099997
17ed_4b_1ea,3.094,-6.949,-2.161,3.013,-6.539,-2.277,2.396,-5.933,-3.117,2.89497008754
21ed_7b_8ea,3.316,-7.195,-1.691,3.358,-6.861,-1.804,3.146,-6.189,-2.65,2.8951865897399998
14ed_2b_1ea,2.979,-6.265,-1.999,2.918,-5.933,-2.097,2.006,-5.16,-2.933,2.89539150969
16ed_23b_5ea,3.195,-6.211,-1.048,3.174,-5.835,-1.142,2.735,-5.234,-2.039,2.8958640969
20ed_10b_6ea,3.219,-6.074,-0.951,3.175,-5.69,-1.05,2.815,-5.102,-1.891,2.8962755565
20ed_5b_3ea,3.183,-6.563,-1.527,3.185,-6.233,-1.614,2.693,-5.56,-2.466,2.89637626692
21ed_24b_2ea,3.183,-6.472,-1.396,3.128,-6.076,-1.493,2.692,-5.489,-2.351,2.89673521683
14ed_9b_6ea,3.166,-6.253,-1.164,3.149,-5.916,-1.266,2.633,-5.136,-2.123,2.89728131607
20ed_14b_3ea,3.185,-6.552,-1.515,3.187,-6.221,-1.601,2.696,-5.549,-2.453,2.89772670489
1ed_19b_11ea,3.126,-6.495,-1.672,3.095,-6.156,-1.774,2.496,-5.498,-2.595,2.89791169974
5ed_19b_2ea,3.094,-6.226,-1.517,3.067,-5.909,-1.613,2.387,-5.225,-2.444,2.89820063673
19ed_2b_2ea,3.259,-6.847,-1.473,3.229,-6.448,-1.576,2.943,-5.857,-2.439,2.8988757220199997
14ed_21b_12ea,2.939,-6.221,-2.028,2.949,-5.892,-2.12,1.861,-5.104,-2.928,2.89889349264
10ed_7b_9ea,3.149,-6.371,-1.138,3.168,-6.031,-1.262,2.57,-5.358,-2.239,2.89926321495
21ed_23b_5ea,3.249,-6.36,-1.036,3.218,-5.959,-1.136,2.908,-5.391,-2.023,2.89930253037
21ed_6b_6ea,3.253,-6.234,-0.974,3.215,-5.832,-1.073,2.921,-5.281,-1.932,2.89949075694
10ed_5b_10ea,3.197,-6.298,-1.222,3.191,-5.968,-1.314,2.731,-5.291,-2.141,2.89972718424
TPA2_14b_3ea,3.112,-6.381,-1.589,3.1,-6.063,-1.675,2.443,-5.372,-2.527,2.89994503107
21ed_22b_4ea,3.197,-7.415,-2.119,3.201,-7.041,-2.208,2.73,-6.391,-3.067,2.90008613415
6ed_6b_6ea,3.192,-6.019,-0.941,3.175,-5.672,-1.037,2.713,-5.032,-1.889,2.90012006337
13ed_13b_7ea,3.232,-6.268,-0.955,3.2,-5.883,-1.045,2.847,-5.273,-1.912,2.9005665294300003
11ed_12b_1ea,3.025,-6.245,-1.867,2.926,-5.876,-1.961,2.146,-5.252,-2.817,2.90096613939
1ed_6b_6ea,3.214,-6.247,-1.107,3.174,-5.864,-1.205,2.785,-5.275,-2.059,2.90097583455
21ed_18b_11ea,3.199,-7.424,-2.007,3.205,-7.091,-2.139,2.734,-6.363,-2.966,2.90107762221
5ed_21b_7ea,3.1,-6.037,-1.163,3.115,-5.72,-1.225,2.399,-5.018,-2.12,2.90117510091
1ed_23b_9ea,3.169,-6.309,-1.139,3.183,-5.934,-1.258,2.632,-5.336,-2.245,2.90128119753
17ed_21b_10ea,3.152,-6.747,-1.709,3.133,-6.343,-1.778,2.574,-5.726,-2.644,2.90146834686
5ed_14b_10ea,3.137,-6.134,-1.273,3.125,-5.818,-1.364,2.523,-5.128,-2.193,2.90157013452
20ed_11b_10ea,3.23,-6.154,-0.993,3.228,-5.832,-1.098,2.837,-5.155,-1.919,2.90172874083
20ed_11b_11ea,3.219,-6.215,-1.11,3.215,-5.902,-1.219,2.798,-5.216,-2.032,2.90237770497
17ed_6b_6ea,3.242,-6.432,-1.161,3.191,-6.017,-1.26,2.875,-5.472,-2.121,2.9026523704500002
5ed_6b_6ea,3.187,-6.034,-1.025,3.146,-5.681,-1.125,2.688,-5.051,-1.967,2.9030255918699996
5ed_14b_11ea,3.138,-6.167,-1.299,3.128,-5.856,-1.393,2.522,-5.157,-2.213,2.9031427282799998
17ed_22b_2ea,3.11,-6.828,-1.938,3.072,-6.414,-2.007,2.427,-5.804,-2.88,2.9032609419299997
10ed_11b_11ea,3.229,-6.195,-1.033,3.226,-5.879,-1.143,2.829,-5.187,-1.951,2.90338669626
7ed_19b_10ea,3.243,-6.523,-1.245,3.271,-6.206,-1.35,2.876,-5.512,-2.186,2.9035070643900003
20ed_14b_11ea,3.204,-6.383,-1.322,3.197,-6.056,-1.42,2.744,-5.385,-2.243,2.90355634236
20ed_5b_11ea,3.203,-6.38,-1.323,3.196,-6.054,-1.422,2.74,-5.383,-2.245,2.90377849815
19ed_17b_5ea,3.297,-6.699,-1.173,3.273,-6.288,-1.283,3.057,-5.683,-2.188,2.90407389858
7ed_24b_10ea,3.228,-6.655,-1.419,3.181,-6.27,-1.528,2.823,-5.64,-2.358,2.9043267518700002
6ed_23b_1ea,3.027,-6.124,-1.738,2.945,-5.794,-1.828,2.143,-5.145,-2.686,2.90447027682
10ed_11b_10ea,3.224,-6.127,-0.984,3.22,-5.806,-1.088,2.809,-5.121,-1.907,2.9044974752100003
21ed_17b_5ea,3.298,-6.452,-0.896,3.292,-6.057,-1.003,3.058,-5.425,-1.916,2.9049285925199997
20ed_13b_3ea,3.189,-6.555,-1.57,3.164,-6.209,-1.662,2.689,-5.567,-2.513,2.90509392966
21ed_9b_6ea,3.3,-6.523,-0.953,3.292,-6.117,-1.05,3.064,-5.533,-1.939,2.9052021807599995
6ed_11b_2ea,3.212,-6.154,-0.899,3.272,-5.862,-0.994,2.766,-5.127,-1.849,2.90536859514
14ed_6b_3ea,3.1,-6.262,-1.56,3.066,-5.927,-1.65,2.385,-5.153,-2.495,2.9062003996500003
10ed_14b_10ea,3.203,-6.3,-1.219,3.198,-5.969,-1.309,2.733,-5.29,-2.138,2.9062911475199997
7ed_25b_6ea,3.231,-6.584,-1.316,3.18,-6.197,-1.43,2.825,-5.562,-2.272,2.9072497835999997
TPA2_13b_3ea,3.135,-6.42,-1.626,3.104,-6.093,-1.719,2.5,-5.426,-2.567,2.90739869475
17ed_11b_11ea,3.237,-6.566,-1.328,3.214,-6.195,-1.439,2.844,-5.574,-2.271,2.90771159841
1ed_19b_3ea,3.115,-6.618,-1.845,3.082,-6.275,-1.937,2.43,-5.624,-2.788,2.90825231145
7ed_8b_7ea,3.2,-6.478,-1.13,3.239,-6.16,-1.245,2.716,-5.432,-2.107,2.90875236444
19ed_7b_5ea,3.308,-6.857,-1.288,3.29,-6.455,-1.398,3.081,-5.834,-2.289,2.90880918309
3ed_23b_9ea,3.169,-6.36,-1.099,3.195,-5.988,-1.224,2.609,-5.376,-2.221,2.90953704546
1ed_11b_11ea,3.219,-6.333,-1.184,3.213,-6.003,-1.291,2.778,-5.338,-2.117,2.90955670317
10ed_14b_3ea,3.19,-6.373,-1.333,3.191,-6.044,-1.417,2.678,-5.361,-2.272,2.91025602252
1ed_19b_10ea,3.15,-6.473,-1.585,3.126,-6.129,-1.676,2.542,-5.473,-2.509,2.91052745628
10ed_21b_7ea,3.168,-6.276,-1.104,3.198,-5.942,-1.165,2.602,-5.233,-2.061,2.9108360509800004
10ed_6b_6ea,3.225,-6.099,-0.979,3.182,-5.721,-1.077,2.794,-5.118,-1.92,2.91109536771
7ed_11b_2ea,3.285,-6.181,-0.808,3.36,-5.884,-0.892,2.996,-5.171,-1.751,2.9114061168900003
19ed_5b_5ea,3.298,-6.861,-1.392,3.284,-6.463,-1.491,3.039,-5.856,-2.361,2.91174864081
2ed_23b_5ea,3.23,-6.292,-1.051,3.21,-5.916,-1.145,2.809,-5.307,-2.04,2.9117793383099997
16ed_2b_6ea,3.199,-6.389,-1.194,3.185,-6.022,-1.296,2.704,-5.388,-2.171,2.91184611951
TPA2_11b_2ea,3.196,-6.152,-1.097,3.203,-5.837,-1.195,2.692,-5.151,-2.034,2.91251258688
17ed_21b_11ea,3.161,-6.761,-1.74,3.141,-6.359,-1.814,2.572,-5.74,-2.672,2.9131090413300003
13ed_17b_6ea,3.226,-6.373,-1.146,3.189,-6.0,-1.254,2.791,-5.379,-2.124,2.91338586129
7ed_24b_11ea,3.237,-6.726,-1.485,3.188,-6.344,-1.599,2.828,-5.689,-2.422,2.91345479697
6ed_11b_11ea,3.22,-6.169,-0.952,3.255,-5.882,-1.065,2.77,-5.144,-1.886,2.9136419463000003
20ed_5b_10ea,3.225,-6.351,-1.227,3.221,-6.017,-1.319,2.785,-5.35,-2.15,2.9143259169
14ed_11b_5ea,3.21,-6.222,-1.044,3.211,-5.886,-1.158,2.733,-5.109,-2.012,2.91478665447
21ed_4b_8ea,3.212,-7.739,-2.278,3.249,-7.425,-2.402,2.739,-6.661,-3.242,2.91506024271
14ed_24b_11ea,3.145,-6.221,-1.474,3.083,-5.884,-1.586,2.51,-5.109,-2.41,2.91594563415
6ed_24b_6ea,3.168,-6.183,-1.24,3.122,-5.84,-1.349,2.587,-5.17,-2.188,2.91622029963
20ed_6b_6ea,3.239,-6.133,-0.986,3.196,-5.752,-1.084,2.827,-5.159,-1.929,2.9162410345799996
19ed_14b_5ea,3.304,-6.851,-1.372,3.292,-6.452,-1.469,3.046,-5.845,-2.341,2.91651785454
20ed_14b_10ea,3.229,-6.347,-1.217,3.226,-6.012,-1.308,2.791,-5.346,-2.14,2.91702679284
3ed_19b_11ea,3.273,-6.757,-1.428,3.299,-6.431,-1.534,2.937,-5.755,-2.373,2.9180204353800003
16ed_13b_11ea,3.205,-6.437,-1.362,3.194,-6.087,-1.464,2.707,-5.452,-2.306,2.91805113288
6ed_7b_2ea,3.247,-6.319,-0.984,3.301,-6.012,-1.072,2.849,-5.302,-1.952,2.91805328736
6ed_2b_7ea,3.243,-6.002,-0.628,3.254,-5.659,-0.721,2.831,-4.983,-1.603,2.9196598103399998
3ed_23b_5ea,3.255,-6.294,-1.008,3.238,-5.915,-1.101,2.871,-5.306,-1.995,2.91986554014
20ed_11b_2ea,3.257,-6.222,-1.008,3.274,-5.9,-1.103,2.877,-5.22,-1.942,2.9201391283800002
2ed_11b_3ea,3.234,-6.665,-1.349,3.284,-6.345,-1.442,2.799,-5.637,-2.315,2.92022341281
10ed_13b_3ea,3.203,-6.399,-1.392,3.177,-6.055,-1.482,2.693,-5.399,-2.335,2.92064914392
10ed_12b_5ea,3.283,-6.185,-0.722,3.283,-5.813,-0.824,2.962,-5.149,-1.722,2.92118312613
1ed_11b_10ea,3.23,-6.293,-1.131,3.225,-5.959,-1.233,2.781,-5.296,-2.07,2.92182993579
1ed_5b_1ea,3.091,-6.513,-1.913,3.039,-6.176,-2.006,2.311,-5.519,-2.861,2.92183989834
21ed_12b_1ea,3.233,-6.792,-1.646,3.22,-6.409,-1.729,2.79,-5.778,-2.604,2.92224031815
6ed_12b_5ea,3.239,-6.075,-0.737,3.253,-5.738,-0.836,2.81,-5.041,-1.744,2.9223431830499997
9ed_12b_1ea,3.027,-6.04,-1.665,2.928,-5.673,-1.755,2.093,-5.047,-2.635,2.92241777232
10ed_23b_9ea,3.163,-6.16,-1.066,3.175,-5.791,-1.191,2.548,-5.177,-2.175,2.92415112687
6ed_7b_11ea,3.25,-6.289,-1.012,3.278,-5.986,-1.117,2.84,-5.276,-1.959,2.9249247681000003
3ed_19b_10ea,3.284,-6.702,-1.332,3.312,-6.369,-1.43,2.954,-5.697,-2.28,2.92526836926
3ed_24b_11ea,3.253,-6.77,-1.5,3.205,-6.383,-1.613,2.849,-5.772,-2.44,2.92533515046
7ed_11b_10ea,3.272,-6.11,-0.832,3.311,-5.816,-0.93,2.913,-5.101,-1.767,2.92542158937
17ed_22b_1ea,3.113,-6.862,-2.072,3.06,-6.451,-2.15,2.374,-5.841,-3.023,2.92592621871
5ed_19b_6ea,3.128,-6.231,-1.439,3.103,-5.91,-1.534,2.424,-5.22,-2.369,2.9261833809600004
14ed_13b_5ea,3.153,-6.241,-1.34,3.124,-5.906,-1.448,2.508,-5.129,-2.308,2.92637268477
10ed_19b_2ea,3.194,-6.478,-1.451,3.184,-6.15,-1.547,2.646,-5.459,-2.384,2.92659699504
5ed_2b_6ea,3.183,-6.143,-1.173,3.146,-5.81,-1.28,2.608,-5.14,-2.127,2.9268870092699997
7ed_11b_11ea,3.287,-6.185,-0.858,3.33,-5.897,-0.962,2.957,-5.173,-1.791,2.92783245108
19ed_22b_3ea,3.193,-7.286,-2.099,3.191,-6.865,-2.168,2.639,-6.259,-3.042,2.92789600056
19ed_23b_8ea,3.288,-6.97,-1.694,3.285,-6.591,-1.788,2.96,-6.008,-2.635,2.9279692452
5ed_5b_2ea,3.153,-6.181,-1.329,3.144,-5.869,-1.419,2.503,-5.178,-2.262,2.92816743432
14ed_6b_2ea,3.184,-6.215,-1.268,3.152,-5.878,-1.358,2.605,-5.107,-2.206,2.92917750285
7ed_10b_6ea,3.253,-6.106,-0.925,3.234,-5.743,-1.02,2.838,-5.114,-1.871,2.92928359947
2ed_19b_7ea,3.254,-6.49,-1.016,3.313,-6.136,-1.089,2.841,-5.466,-1.995,2.92942039359
10ed_2b_6ea,3.229,-6.264,-1.11,3.19,-5.906,-1.215,2.755,-5.253,-2.063,2.9299489896
14ed_24b_3ea,3.085,-6.251,-1.734,3.02,-5.915,-1.832,2.268,-5.141,-2.685,2.92999288137
5ed_13b_10ea,3.189,-6.185,-1.264,3.158,-5.86,-1.365,2.618,-5.187,-2.191,2.93057937327
11ed_12b_11ea,3.227,-6.191,-1.106,3.175,-5.819,-1.214,2.746,-5.196,-2.048,2.93075225109
19ed_4b_2ea,3.243,-7.336,-1.973,3.209,-6.926,-2.096,2.8,-6.314,-2.933,2.93078725755
17ed_18b_2ea,3.11,-6.956,-2.175,3.008,-6.537,-2.297,2.35,-5.935,-3.126,2.9309000849999998
19ed_4b_1ea,3.226,-7.364,-2.143,3.182,-6.957,-2.26,2.742,-6.35,-3.105,2.93097440688
19ed_23b_5ea,3.294,-6.502,-1.093,3.261,-6.097,-1.194,2.97,-5.526,-2.082,2.9316616092
5ed_10b_7ea,3.267,-5.847,-0.55,3.24,-5.468,-0.639,2.878,-4.862,-1.502,2.9319166169699997
1ed_5b_11ea,3.192,-6.438,-1.467,3.174,-6.102,-1.563,2.624,-5.442,-2.397,2.93206660536
14ed_23b_9ea,3.202,-6.218,-1.266,3.176,-5.877,-1.361,2.657,-5.106,-2.217,2.93235769683
19ed_4b_3ea,3.222,-7.451,-2.182,3.182,-7.035,-2.301,2.724,-6.425,-3.139,2.93258092986
2ed_7b_3ea,3.262,-6.811,-1.441,3.303,-6.474,-1.527,2.859,-5.798,-2.429,2.93266844601
1ed_21b_6ea,3.142,-6.445,-1.493,3.15,-6.11,-1.558,2.453,-5.423,-2.451,2.93276484747
19ed_11b_8ea,3.34,-7.238,-1.752,3.372,-6.894,-1.874,3.122,-6.219,-2.691,2.9329288399799998
7ed_5b_11ea,3.277,-6.434,-1.158,3.314,-6.132,-1.26,2.907,-5.435,-2.098,2.9336435080800003
17ed_7b_1ea,3.175,-6.871,-1.994,3.115,-6.465,-2.09,2.562,-5.878,-2.949,2.93368955433
5ed_23b_9ea,3.165,-6.092,-1.096,3.174,-5.747,-1.221,2.528,-5.104,-2.204,2.93375741277
1ed_14b_1ea,3.103,-6.504,-1.899,3.05,-6.167,-1.992,2.317,-5.509,-2.848,2.93424992508
1ed_2b_6ea,3.232,-6.406,-1.239,3.196,-6.042,-1.342,2.752,-5.409,-2.205,2.9346667708800003
14ed_4b_8ea,2.86,-6.309,-2.419,2.658,-5.982,-2.544,1.494,-5.199,-3.336,2.9347502454599996
3ed_24b_10ea,3.262,-6.702,-1.423,3.215,-6.313,-1.531,2.852,-5.702,-2.367,2.93518109538
14ed_4b_5ea,3.018,-6.247,-1.797,2.977,-5.914,-1.921,2.027,-5.131,-2.744,2.93518567173
6ed_7b_10ea,3.252,-6.209,-0.964,3.278,-5.901,-1.063,2.818,-5.198,-1.913,2.9352489538199995
20ed_2b_6ea,3.246,-6.319,-1.125,3.208,-5.956,-1.23,2.797,-5.315,-2.081,2.9355050388299997
19ed_15b_3ea,3.215,-7.546,-2.322,3.164,-7.132,-2.45,2.692,-6.519,-3.288,2.93557182003
1ed_11b_2ea,3.236,-6.308,-1.164,3.241,-5.974,-1.258,2.763,-5.315,-2.111,2.93557289727
6ed_11b_10ea,3.231,-6.143,-0.947,3.261,-5.85,-1.054,2.745,-5.116,-1.885,2.9359657764
19ed_22b_2ea,3.216,-7.193,-1.933,3.221,-6.775,-2.004,2.694,-6.168,-2.88,2.93606756406
16ed_13b_2ea,3.232,-6.464,-1.29,3.238,-6.106,-1.375,2.748,-5.476,-2.256,2.93610257052
1ed_13b_3ea,3.187,-6.587,-1.681,3.154,-6.239,-1.771,2.593,-5.602,-2.634,2.9371258333199997
5ed_13b_11ea,3.209,-6.222,-1.233,3.181,-5.899,-1.339,2.665,-5.22,-2.157,2.9379816045
21ed_13b_3ea,3.294,-6.844,-1.522,3.285,-6.463,-1.615,2.952,-5.863,-2.489,2.93812270758
17ed_10b_7ea,3.29,-6.156,-0.768,3.243,-5.728,-0.851,2.938,-5.197,-1.744,2.93829343092
14ed_2b_10ea,3.177,-6.239,-1.348,3.138,-5.904,-1.453,2.555,-5.126,-2.289,2.9386294914
13ed_13b_6ea,3.23,-6.401,-1.285,3.187,-6.034,-1.387,2.733,-5.406,-2.242,2.93905953147
TPA2_5b_2ea,3.158,-6.179,-1.326,3.148,-5.868,-1.415,2.489,-5.171,-2.262,2.9392609523099997
11ed_12b_2ea,3.239,-6.11,-0.986,3.197,-5.731,-1.073,2.762,-5.119,-1.948,2.9395727787299997
3ed_13b_3ea,3.277,-6.835,-1.573,3.29,-6.486,-1.659,2.89,-5.834,-2.535,2.9397456565500004
16ed_13b_10ea,3.241,-6.413,-1.244,3.234,-6.056,-1.339,2.766,-5.423,-2.193,2.94056426679
7ed_5b_10ea,3.291,-6.395,-1.059,3.331,-6.084,-1.154,2.935,-5.393,-2.002,2.9405839245000003
20ed_13b_11ea,3.244,-6.398,-1.328,3.209,-6.056,-1.435,2.776,-5.407,-2.255,2.9406156992400003
7ed_23b_1ea,3.099,-6.277,-1.734,3.023,-5.933,-1.823,2.285,-5.296,-2.684,2.9408817468
10ed_11b_2ea,3.27,-6.107,-0.885,3.285,-5.785,-0.976,2.863,-5.098,-1.821,2.94094179717
7ed_2b_6ea,3.257,-6.346,-1.074,3.251,-6.004,-1.177,2.818,-5.321,-2.038,2.94131717307
16ed_10b_6ea,3.247,-6.198,-1.012,3.219,-5.818,-1.106,2.784,-5.222,-1.973,2.94138503151
1ed_5b_10ea,3.214,-6.412,-1.372,3.201,-6.07,-1.46,2.672,-5.414,-2.303,2.94153717438
21ed_4b_10ea,3.282,-7.141,-1.628,3.282,-6.791,-1.744,2.901,-6.113,-2.595,2.94186542679
10ed_24b_6ea,3.22,-6.273,-1.21,3.161,-5.899,-1.318,2.69,-5.264,-2.163,2.9423579391000003
1ed_13b_11ea,3.226,-6.468,-1.438,3.191,-6.122,-1.543,2.709,-5.479,-2.374,2.94281975391
14ed_23b_5ea,3.253,-6.235,-1.058,3.217,-5.89,-1.156,2.8,-5.124,-2.04,2.9429236960500003
19ed_14b_8ea,3.28,-7.379,-2.069,3.289,-6.99,-2.168,2.89,-6.37,-3.011,2.9433865881
1ed_21b_3ea,3.155,-6.47,-1.539,3.165,-6.137,-1.604,2.466,-5.45,-2.498,2.9438758686899997
5ed_14b_2ea,3.159,-6.169,-1.326,3.149,-5.859,-1.414,2.479,-5.16,-2.262,2.94406409526
17ed_7b_8ea,3.209,-7.059,-2.018,3.165,-6.661,-2.127,2.648,-6.048,-2.969,2.94408375297
3ed_11b_5ea,3.32,-6.625,-1.042,3.344,-6.287,-1.16,3.023,-5.556,-2.034,2.9441920040699996
7ed_5b_3ea,3.3,-6.705,-1.322,3.354,-6.389,-1.413,2.955,-5.695,-2.285,2.9443277209499996
21ed_8b_7ea,3.315,-6.455,-0.896,3.341,-6.087,-1.001,3.005,-5.458,-1.885,2.9445848831999997
10ed_12b_1ea,3.137,-6.473,-1.715,3.091,-6.134,-1.806,2.403,-5.44,-2.664,2.94464412372
10ed_13b_11ea,3.253,-6.372,-1.259,3.22,-6.032,-1.365,2.795,-5.37,-2.182,2.9447184456000004
5ed_6b_7ea,3.275,-5.889,-0.6,3.25,-5.516,-0.688,2.869,-4.902,-1.555,2.94485631696
13ed_17b_7ea,3.296,-6.205,-0.751,3.267,-5.81,-0.844,2.939,-5.211,-1.739,2.94521634411
16ed_24b_6ea,3.229,-6.371,-1.276,3.181,-5.991,-1.382,2.711,-5.375,-2.238,2.9457427856400002
21ed_9b_7ea,3.366,-6.252,-0.526,3.36,-5.83,-0.612,3.173,-5.26,-1.522,2.94617713467
3ed_21b_8ea,3.28,-7.129,-1.701,3.368,-6.81,-1.782,2.882,-6.095,-2.649,2.94625818738
10ed_5b_2ea,3.24,-6.387,-1.259,3.244,-6.062,-1.346,2.746,-5.372,-2.193,2.9465296211400003
2ed_24b_6ea,3.248,-6.459,-1.282,3.2,-6.08,-1.388,2.772,-5.459,-2.239,2.94690607428
14ed_15b_5ea,2.994,-6.284,-1.94,2.943,-5.953,-2.075,1.913,-5.168,-2.891,2.94697850907
5ed_7b_3ea,3.168,-6.348,-1.508,3.148,-6.034,-1.602,2.5,-5.349,-2.463,2.9474489418000003
19ed_15b_2ea,3.255,-7.433,-2.09,3.211,-7.024,-2.223,2.793,-6.407,-3.06,2.94786363312
14ed_24b_2ea,3.174,-6.232,-1.448,3.117,-5.895,-1.549,2.519,-5.121,-2.4,2.94791075661
1ed_14b_11ea,3.215,-6.466,-1.433,3.201,-6.128,-1.524,2.657,-5.463,-2.362,2.94813506688
16ed_7b_11ea,3.252,-6.45,-1.227,3.264,-6.107,-1.326,2.782,-5.455,-2.188,2.94817115058
7ed_12b_8ea,3.386,-6.535,-0.984,3.476,-6.234,-1.08,3.235,-5.509,-1.948,2.94819511725
19ed_5b_8ea,3.282,-7.392,-2.085,3.289,-7.003,-2.187,2.883,-6.384,-3.029,2.94832652517
1ed_5b_3ea,3.176,-6.563,-1.668,3.158,-6.225,-1.752,2.524,-5.562,-2.619,2.9485432947600003
3ed_6b_10ea,3.303,-6.537,-1.242,3.277,-6.161,-1.341,2.952,-5.548,-2.178,2.9490455022299997
1ed_14b_10ea,3.22,-6.41,-1.362,3.207,-6.067,-1.448,2.671,-5.408,-2.294,2.94917798739
21ed_15b_10ea,3.298,-7.259,-1.723,3.296,-6.916,-1.849,2.934,-6.219,-2.699,2.9494383813599994
13ed_12b_8ea,3.215,-6.584,-1.581,3.201,-6.243,-1.685,2.651,-5.579,-2.536,2.95028876634
14ed_2b_11ea,3.162,-6.238,-1.447,3.12,-5.905,-1.559,2.471,-5.126,-2.387,2.95057662609
6ed_5b_6ea,3.273,-6.271,-0.876,3.333,-5.965,-0.972,2.846,-5.247,-1.839,2.9506848771900005
3ed_12b_1ea,3.191,-6.733,-1.804,3.173,-6.39,-1.89,2.567,-5.702,-2.759,2.9513131063799998
2ed_12b_8ea,3.326,-6.871,-1.389,3.398,-6.554,-1.481,3.023,-5.849,-2.366,2.95147386717
19ed_21b_5ea,3.272,-6.983,-1.591,3.27,-6.581,-1.664,2.839,-5.953,-2.548,2.9519838827099996
20ed_19b_2ea,3.239,-6.527,-1.441,3.229,-6.192,-1.536,2.726,-5.517,-2.375,2.95249497549
10ed_13b_10ea,3.26,-6.321,-1.199,3.228,-5.975,-1.299,2.797,-5.319,-2.127,2.95249605273
3ed_5b_11ea,3.313,-6.607,-1.247,3.349,-6.288,-1.344,2.976,-5.613,-2.194,2.9525671428899996
5ed_13b_2ea,3.199,-6.22,-1.318,3.174,-5.899,-1.412,2.59,-5.225,-2.258,2.9527664092499997
1ed_14b_3ea,3.182,-6.557,-1.653,3.165,-6.218,-1.735,2.532,-5.555,-2.602,2.95295355858
21ed_12b_5ea,3.375,-6.34,-0.606,3.386,-5.939,-0.7,3.184,-5.296,-1.629,2.95315148031
5ed_12b_5ea,3.28,-6.114,-0.777,3.277,-5.771,-0.881,2.861,-5.091,-1.781,2.9537961354899998
21ed_2b_6ea,3.31,-6.506,-1.07,3.281,-6.114,-1.175,2.962,-5.511,-2.048,2.95395151008
21ed_11b_5ea,3.376,-6.483,-0.776,3.4,-6.132,-0.89,3.184,-5.427,-1.777,2.9543651241599997
10ed_19b_6ea,3.234,-6.462,-1.356,3.222,-6.124,-1.451,2.702,-5.437,-2.287,2.95504155408
1ed_12b_5ea,3.329,-6.418,-0.875,3.329,-6.047,-0.979,3.023,-5.398,-1.89,2.9551147987199995
7ed_24b_2ea,3.279,-6.668,-1.381,3.235,-6.278,-1.483,2.853,-5.653,-2.341,2.95545409092
17ed_15b_6ea,3.19,-6.987,-1.957,3.11,-6.576,-2.088,2.551,-5.962,-2.925,2.95584266109
